,temperature
9/12/13,2.02
9/13/13,1.96
9/14/13,1.96
9/15/13,1.97
9/16/13,1.98
9/17/13,2.00
9/18/13,2.03
9/19/13,2.04
9/20/13,2.05
9/21/13,2.11
9/22/13,2.02
9/23/13,2.01
9/24/13,2.05
9/25/13,1.96
9/26/13,1.89
9/27/13,1.71
9/28/13,1.77
9/29/13,1.80
9/30/13,1.83
10/1/13,1.81
10/2/13,1.82
10/3/13,1.88
10/4/13,1.86
10/5/13,1.80
10/6/13,1.83
10/7/13,1.88
10/8/13,1.92
10/9/13,2.11
10/10/13,2.37
10/11/13,2.71
10/12/13,2.71
10/13/13,2.19
10/14/13,2.24
10/15/13,2.38
10/16/13,2.56
10/17/13,2.64
10/18/13,2.68
10/19/13,2.54
10/20/13,2.47
10/21/13,2.48
10/22/13,
10/23/13,
10/24/13,
10/25/13,
10/26/13,
10/27/13,
10/28/13,
10/29/13,
10/30/13,
10/31/13,
11/1/13,
11/2/13,
11/3/13,
11/4/13,
11/5/13,
11/6/13,
11/7/13,
11/8/13,
11/9/13,
11/10/13,
11/11/13,
11/12/13,
11/13/13,
11/14/13,
11/15/13,
11/16/13,
11/17/13,
11/18/13,
11/19/13,
11/20/13,
11/21/13,
11/22/13,
11/23/13,
11/24/13,
11/25/13,
11/26/13,
11/27/13,
11/28/13,
11/29/13,
11/30/13,
12/1/13,
12/2/13,
12/3/13,
12/4/13,
12/5/13,
12/6/13,
12/7/13,
12/8/13,
12/9/13,
12/10/13,
12/11/13,
12/12/13,
12/13/13,
12/14/13,
12/15/13,
12/16/13,
12/17/13,
12/18/13,
12/19/13,
12/20/13,
12/21/13,
12/22/13,
12/23/13,
12/24/13,
12/25/13,
12/26/13,
12/27/13,
12/28/13,
12/29/13,
12/30/13,
12/31/13,
1/1/14,
1/2/14,
1/3/14,
1/4/14,
1/5/14,
1/6/14,
1/7/14,
1/8/14,
1/9/14,
1/10/14,
1/11/14,
1/12/14,
1/13/14,
1/14/14,
1/15/14,
1/16/14,
1/17/14,
1/18/14,
1/19/14,
1/20/14,
1/21/14,
1/22/14,
1/23/14,
1/24/14,
1/25/14,
1/26/14,
1/27/14,
1/28/14,
1/29/14,
1/30/14,
1/31/14,
2/1/14,
2/2/14,
2/3/14,
2/4/14,
2/5/14,
2/6/14,
2/7/14,
2/8/14,
2/9/14,
2/10/14,
2/11/14,
2/12/14,
2/13/14,
2/14/14,
2/15/14,
2/16/14,
2/17/14,
2/18/14,
2/19/14,
2/20/14,
2/21/14,
2/22/14,
2/23/14,
2/24/14,
2/25/14,
2/26/14,
2/27/14,
2/28/14,
3/1/14,
3/2/14,
3/3/14,
3/4/14,
3/5/14,
3/6/14,
3/7/14,
3/8/14,
3/9/14,
3/10/14,
3/11/14,
3/12/14,
3/13/14,
3/14/14,
3/15/14,
3/16/14,
3/17/14,
3/18/14,
3/19/14,
3/20/14,
3/21/14,
3/22/14,
3/23/14,
3/24/14,
3/25/14,
3/26/14,
3/27/14,
3/28/14,
3/29/14,
3/30/14,
3/31/14,
4/1/14,
4/2/14,
4/3/14,
4/4/14,
4/5/14,
4/6/14,
4/7/14,
4/8/14,
4/9/14,
4/10/14,
4/11/14,
4/12/14,
4/13/14,
4/14/14,
4/15/14,
4/16/14,
4/17/14,
4/18/14,
4/19/14,
4/20/14,
4/21/14,
4/22/14,
4/23/14,
4/24/14,
4/25/14,
4/26/14,
4/27/14,
4/28/14,
4/29/14,
4/30/14,
5/1/14,
5/2/14,
5/3/14,
5/4/14,
5/5/14,
5/6/14,
5/7/14,
5/8/14,
5/9/14,
5/10/14,2.78
5/11/14,2.74
5/12/14,2.72
5/13/14,2.74
5/14/14,2.75
5/15/14,2.79
5/16/14,2.79
5/17/14,2.75
5/18/14,2.79
5/19/14,2.84
5/20/14,2.87
5/21/14,2.94
5/22/14,2.96
5/23/14,3.01
5/24/14,3.06
5/25/14,3.12
5/26/14,3.14
5/27/14,3.14
5/28/14,3.14
5/29/14,3.17
5/30/14,3.18
5/31/14,3.20
6/1/14,3.19
6/2/14,3.13
6/3/14,3.19
6/4/14,3.25
6/5/14,3.24
6/6/14,3.26
6/7/14,3.27
6/8/14,3.26
6/9/14,3.29
6/10/14,3.28
6/11/14,3.28
6/12/14,3.30
6/13/14,3.33
6/14/14,3.33
6/15/14,3.32
6/16/14,3.34
6/17/14,3.34
6/18/14,3.43
6/19/14,3.46
6/20/14,3.45
6/21/14,3.47
6/22/14,3.48
6/23/14,3.51
6/24/14,3.52
6/25/14,3.55
6/26/14,3.56
6/27/14,3.58
6/28/14,3.59
6/29/14,3.62
6/30/14,3.68
7/1/14,3.71
7/2/14,3.73
7/3/14,3.74
7/4/14,3.75
7/5/14,3.76
7/6/14,3.77
7/7/14,3.78
7/8/14,3.77
7/9/14,3.79
7/10/14,3.77
7/11/14,3.76
7/12/14,3.74
7/13/14,3.69
7/14/14,3.75
7/15/14,3.78
7/16/14,3.82
7/17/14,3.84
7/18/14,3.85
7/19/14,3.86
7/20/14,3.89
7/21/14,3.93
7/22/14,3.95
7/23/14,3.93
7/24/14,3.95
7/25/14,3.97
7/26/14,3.98
7/27/14,3.99
7/28/14,4.00
7/29/14,4.00
7/30/14,4.03
7/31/14,4.06
8/1/14,4.08
8/2/14,4.07
8/3/14,4.06
8/4/14,3.98
8/5/14,3.98
8/6/14,4.04
8/7/14,4.05
8/8/14,4.05
8/9/14,4.00
8/10/14,3.99
8/11/14,3.99
8/12/14,4.00
8/13/14,4.02
8/14/14,4.01
8/15/14,4.01
8/16/14,4.09
8/17/14,4.15
8/18/14,4.17
8/19/14,4.20
8/20/14,4.23
8/21/14,4.23
8/22/14,4.22
8/23/14,4.22
8/24/14,4.21
8/25/14,4.18
8/26/14,4.19
8/27/14,4.23
8/28/14,4.21
8/29/14,4.25
8/30/14,4.21
8/31/14,3.81
9/1/14,3.64
9/2/14,3.72
9/3/14,3.91
9/4/14,3.94
9/5/14,3.85
9/6/14,3.72
9/7/14,3.73
9/8/14,3.73
9/9/14,3.79
9/10/14,3.97
9/11/14,4.20
9/12/14,4.08
9/13/14,3.80
9/14/14,3.87
9/15/14,3.88
9/16/14,3.90
9/17/14,3.91
9/18/14,3.82
9/19/14,3.81
9/20/14,3.80
9/21/14,3.80
9/22/14,3.82
9/23/14,3.83
9/24/14,3.84
9/25/14,3.84
9/26/14,3.85
9/27/14,3.86
9/28/14,3.84
9/29/14,3.84
9/30/14,3.84
10/1/14,3.85
10/2/14,3.88
10/3/14,3.91
10/4/14,3.92
10/5/14,3.92
10/6/14,3.94
10/7/14,3.96
10/8/14,4.02
10/9/14,4.06
10/10/14,4.09
10/11/14,4.03
10/12/14,4.00
10/13/14,4.02
10/14/14,4.04
10/15/14,4.08
10/16/14,4.10
10/17/14,4.10
10/18/14,4.14
10/19/14,
10/20/14,4.16
10/21/14,4.19
10/22/14,4.24
10/23/14,4.27
10/24/14,4.28
10/25/14,4.29
10/26/14,4.32
10/27/14,4.33
10/28/14,4.34
10/29/14,4.37
10/30/14,4.42
10/31/14,4.51
11/1/14,4.47
11/2/14,4.39
11/3/14,4.44
11/4/14,4.63
11/5/14,4.74
11/6/14,4.79
11/7/14,4.83
11/8/14,4.87
11/9/14,4.92
11/10/14,4.94
11/11/14,4.93
11/12/14,4.91
11/13/14,4.90
11/14/14,4.92
11/15/14,4.94
11/16/14,4.95
11/17/14,4.96
11/18/14,4.96
11/19/14,4.96
11/20/14,4.95
11/21/14,4.94
11/22/14,4.92
11/23/14,4.91
11/24/14,4.92
11/25/14,4.90
11/26/14,4.89
11/27/14,4.89
11/28/14,4.88
11/29/14,4.84
11/30/14,4.82
12/1/14,4.82
12/2/14,4.82
12/3/14,4.86
12/4/14,4.86
12/5/14,4.84
12/6/14,4.79
12/7/14,4.88
12/8/14,5.15
12/9/14,5.53
12/10/14,5.74
12/11/14,5.64
12/12/14,5.55
12/13/14,5.42
12/14/14,5.36
12/15/14,5.53
12/16/14,5.81
12/17/14,5.82
12/18/14,5.79
12/19/14,5.80
12/20/14,5.82
12/21/14,5.86
12/22/14,5.81
12/23/14,5.67
12/24/14,5.62
12/25/14,5.54
12/26/14,5.47
12/27/14,5.49
12/28/14,5.46
12/29/14,5.41
12/30/14,5.30
12/31/14,5.27
1/1/15,5.26
1/2/15,5.26
1/3/15,5.26
1/4/15,5.27
1/5/15,5.28
1/6/15,5.08
1/7/15,4.95
1/8/15,4.89
1/9/15,4.91
1/10/15,4.86
1/11/15,4.82
1/12/15,4.86
1/13/15,4.88
1/14/15,4.97
1/15/15,4.95
1/16/15,4.94
1/17/15,4.92
1/18/15,4.86
1/19/15,4.78
1/20/15,4.72
1/21/15,4.65
1/22/15,4.60
1/23/15,4.51
1/24/15,4.36
1/25/15,4.27
1/26/15,4.23
1/27/15,4.26
1/28/15,4.23
1/29/15,4.15
1/30/15,4.03
1/31/15,4.06
2/1/15,4.02
2/2/15,3.97
2/3/15,3.84
2/4/15,3.75
2/5/15,3.72
2/6/15,3.75
2/7/15,3.75
2/8/15,3.47
2/9/15,3.51
2/10/15,3.43
2/11/15,3.30
2/12/15,3.37
2/13/15,3.63
2/14/15,3.63
2/15/15,3.60
2/16/15,3.57
2/17/15,3.50
2/18/15,3.46
2/19/15,3.46
2/20/15,3.46
2/21/15,3.49
2/22/15,3.52
2/23/15,3.54
2/24/15,3.52
2/25/15,3.50
2/26/15,3.47
2/27/15,3.45
2/28/15,3.44
3/1/15,3.44
3/2/15,3.43
3/3/15,3.40
3/4/15,3.41
3/5/15,3.41
3/6/15,3.40
3/7/15,3.40
3/8/15,3.42
3/9/15,3.38
3/10/15,3.19
3/11/15,3.05
3/12/15,2.89
3/13/15,2.75
3/14/15,2.70
3/15/15,2.77
3/16/15,2.78
3/17/15,2.88
3/18/15,2.90
3/19/15,2.90
3/20/15,2.94
3/21/15,2.96
3/22/15,2.98
3/23/15,3.03
3/24/15,3.06
3/25/15,3.10
3/26/15,3.13
3/27/15,3.17
3/28/15,3.30
3/29/15,3.34
3/30/15,3.32
3/31/15,3.29
4/1/15,3.26
4/2/15,3.20
4/3/15,3.13
4/4/15,3.06
4/5/15,3.05
4/6/15,3.10
4/7/15,3.14
4/8/15,3.14
4/9/15,3.11
4/10/15,3.12
4/11/15,3.00
4/12/15,3.07
4/13/15,2.96
4/14/15,2.98
4/15/15,2.97
4/16/15,2.89
4/17/15,2.81
4/18/15,2.81
4/19/15,2.92
4/20/15,2.98
4/21/15,2.98
4/22/15,2.99
4/23/15,3.00
4/24/15,3.03
4/25/15,3.07
4/26/15,3.09
4/27/15,3.12
4/28/15,3.12
4/29/15,3.11
4/30/15,3.10
5/1/15,3.06
5/2/15,3.10
5/3/15,3.13
5/4/15,3.11
5/5/15,3.07
5/6/15,3.07
5/7/15,3.07
5/8/15,3.08
5/9/15,3.08
5/10/15,3.10
5/11/15,3.14
5/12/15,3.15
5/13/15,3.11
5/14/15,3.07
5/15/15,3.05
5/16/15,3.07
5/17/15,3.09
5/18/15,3.15
5/19/15,3.19
5/20/15,3.22
5/21/15,3.23
5/22/15,3.25
5/23/15,3.26
5/24/15,3.27
5/25/15,3.28
5/26/15,3.29
5/27/15,3.30
5/28/15,3.31
5/29/15,3.30
5/30/15,3.31
5/31/15,3.31
6/1/15,3.31
6/2/15,3.30
6/3/15,3.32
6/4/15,3.35
6/5/15,3.32
6/6/15,3.31
6/7/15,3.33
6/8/15,3.35
6/9/15,3.36
6/10/15,3.37
6/11/15,3.39
6/12/15,3.42
6/13/15,3.49
6/14/15,3.55
6/15/15,3.56
6/16/15,3.54
6/17/15,3.54
6/18/15,3.54
6/19/15,3.55
6/20/15,3.56
6/21/15,3.58
6/22/15,3.60
6/23/15,3.62
6/24/15,3.64
6/25/15,3.63
6/26/15,3.62
6/27/15,3.62
6/28/15,3.62
6/29/15,3.62
6/30/15,3.62
7/1/15,3.62
7/2/15,3.63
7/3/15,3.64
7/4/15,3.65
7/5/15,3.66
7/6/15,3.68
7/7/15,3.69
7/8/15,3.75
7/9/15,3.78
7/10/15,3.79
7/11/15,3.80
7/12/15,3.81
7/13/15,3.82
7/14/15,3.83
7/15/15,3.84
7/16/15,3.84
7/17/15,3.84
7/18/15,3.84
7/19/15,3.84
7/20/15,3.85
7/21/15,3.85
7/22/15,3.86
7/23/15,3.88
7/24/15,3.88
7/25/15,3.89
7/26/15,3.86
7/27/15,3.87
7/28/15,3.87
7/29/15,3.88
7/30/15,3.87
7/31/15,3.87
8/1/15,3.89
8/2/15,3.92
8/3/15,3.93
8/4/15,3.90
8/5/15,3.90
8/6/15,3.91
8/7/15,3.92
8/8/15,3.93
8/9/15,3.94
8/10/15,3.95
8/11/15,3.96
8/12/15,3.98
8/13/15,3.98
8/14/15,3.98
8/15/15,3.98
8/16/15,3.99
8/17/15,3.99
8/18/15,3.99
8/19/15,4.01
8/20/15,4.01
8/21/15,4.03
8/22/15,4.02
8/23/15,4.03
8/24/15,4.05
8/25/15,4.06
8/26/15,4.10
8/27/15,4.12
8/28/15,4.15
8/29/15,4.17
8/30/15,4.20
8/31/15,4.23
9/1/15,4.29
9/2/15,4.31
9/3/15,4.31
9/4/15,4.34
9/5/15,4.38
9/6/15,4.38
9/7/15,4.39
9/8/15,4.37
9/9/15,4.38
9/10/15,4.34
9/11/15,4.30
9/12/15,4.30
9/13/15,4.34
9/14/15,4.36
9/15/15,4.44
9/16/15,4.49
9/17/15,4.53
9/18/15,4.53
9/19/15,4.51
9/20/15,4.49
9/21/15,4.51
9/22/15,4.50
9/23/15,4.47
9/24/15,4.46
9/25/15,4.47
9/26/15,4.51
9/27/15,
9/28/15,4.52
9/29/15,4.52
9/30/15,4.51
10/1/15,4.55
10/2/15,4.67
10/3/15,4.78
10/4/15,4.81
10/5/15,4.82
10/6/15,4.78
10/7/15,4.97
10/8/15,4.99
10/9/15,4.91
10/10/15,4.64
10/11/15,4.55
10/12/15,4.60
10/13/15,4.61
10/14/15,4.60
10/15/15,4.61
10/16/15,4.61
10/17/15,4.57
10/18/15,4.55
10/19/15,4.60
10/20/15,4.59
10/21/15,4.56
10/22/15,4.56
10/23/15,4.56
10/24/15,4.54
10/25/15,4.54
10/26/15,4.56
10/27/15,4.57
10/28/15,4.61
10/29/15,4.67
10/30/15,4.70
10/31/15,4.72
11/1/15,4.74
11/2/15,4.75
11/3/15,4.75
11/4/15,4.75
11/5/15,4.75
11/6/15,4.76
11/7/15,4.75
11/8/15,4.77
11/9/15,4.77
11/10/15,4.80
11/11/15,5.13
11/12/15,5.69
11/13/15,5.73
11/14/15,5.63
11/15/15,5.52
11/16/15,5.51
11/17/15,5.43
11/18/15,5.37
11/19/15,5.34
11/20/15,5.35
11/21/15,5.23
11/22/15,5.09
11/23/15,5.04
11/24/15,5.05
11/25/15,5.10
11/26/15,5.12
11/27/15,5.07
11/28/15,5.02
11/29/15,4.96
11/30/15,4.92
12/1/15,4.91
12/2/15,4.85
12/3/15,4.79
12/4/15,4.75
12/5/15,4.70
12/6/15,4.69
12/7/15,4.68
12/8/15,4.75
12/9/15,4.69
12/10/15,4.64
12/11/15,4.57
12/12/15,4.48
12/13/15,4.42
12/14/15,4.37
12/15/15,4.31
12/16/15,4.25
12/17/15,4.19
12/18/15,4.14
12/19/15,4.12
12/20/15,4.08
12/21/15,4.09
12/22/15,4.06
12/23/15,4.02
12/24/15,4.01
12/25/15,4.07
12/26/15,4.05
12/27/15,4.02
12/28/15,4.09
12/29/15,4.09
12/30/15,4.03
12/31/15,3.97
1/1/16,3.94
1/2/16,3.89
1/3/16,3.84
1/4/16,3.79
1/5/16,3.75
1/6/16,3.70
1/7/16,3.66
1/8/16,3.64
1/9/16,3.65
1/10/16,3.67
1/11/16,3.63
1/12/16,3.53
1/13/16,3.47
1/14/16,3.42
1/15/16,3.39
1/16/16,3.37
1/17/16,3.33
1/18/16,3.36
1/19/16,3.39
1/20/16,3.38
1/21/16,3.37
1/22/16,3.37
1/23/16,3.37
1/24/16,3.32
1/25/16,3.42
1/26/16,3.55
1/27/16,3.56
1/28/16,3.82
1/29/16,3.93
1/30/16,3.87
1/31/16,3.86
2/1/16,3.83
2/2/16,3.83
2/3/16,3.91
2/4/16,3.95
2/5/16,4.01
2/6/16,4.02
2/7/16,4.08
2/8/16,4.09
2/9/16,4.11
2/10/16,4.07
2/11/16,4.06
2/12/16,4.05
2/13/16,4.07
2/14/16,4.09
2/15/16,4.09
2/16/16,4.08
2/17/16,4.06
2/18/16,4.02
2/19/16,4.02
2/20/16,3.98
2/21/16,3.94
2/22/16,3.99
2/23/16,3.99
2/24/16,3.97
2/25/16,3.97
2/26/16,3.97
2/27/16,3.97
2/28/16,3.99
2/29/16,3.98
3/1/16,3.98
3/2/16,3.99
3/3/16,3.99
3/4/16,3.97
3/5/16,3.89
3/6/16,3.82
3/7/16,3.80
3/8/16,3.78
3/9/16,3.76
3/10/16,3.72
3/11/16,3.74
3/12/16,3.73
3/13/16,3.73
3/14/16,3.77
3/15/16,3.82
3/16/16,3.89
3/17/16,3.86
3/18/16,3.80
3/19/16,3.77
3/20/16,3.71
3/21/16,3.52
3/22/16,3.46
3/23/16,3.51
3/24/16,3.52
3/25/16,3.55
3/26/16,3.55
3/27/16,3.59
3/28/16,3.61
3/29/16,3.69
3/30/16,3.75
3/31/16,3.81
4/1/16,4.05
4/2/16,3.99
4/3/16,4.00
4/4/16,3.95
4/5/16,3.86
4/6/16,3.95
4/7/16,4.07
4/8/16,4.04
4/9/16,4.01
4/10/16,4.10
4/11/16,4.13
4/12/16,4.16
4/13/16,4.15
4/14/16,4.11
4/15/16,4.08
4/16/16,4.06
4/17/16,4.10
4/18/16,4.15
4/19/16,4.14
4/20/16,4.09
4/21/16,4.14
4/22/16,4.14
4/23/16,4.15
4/24/16,4.14
4/25/16,4.14
4/26/16,4.14
4/27/16,4.15
4/28/16,4.16
4/29/16,4.17
4/30/16,4.18
5/1/16,4.17
5/2/16,4.17
5/3/16,4.19
5/4/16,
5/5/16,4.25
5/6/16,4.25
5/7/16,4.25
5/8/16,4.28
5/9/16,4.30
5/10/16,4.34
5/11/16,4.40
5/12/16,4.42
5/13/16,4.48
5/14/16,4.53
5/15/16,4.51
5/16/16,4.50
5/17/16,4.52
5/18/16,4.51
5/19/16,4.55
5/20/16,4.55
5/21/16,4.56
5/22/16,4.56
5/23/16,4.57
5/24/16,4.57
5/25/16,4.57
5/26/16,4.57
5/27/16,4.57
5/28/16,4.57
5/29/16,4.57
5/30/16,4.57
5/31/16,4.57
6/1/16,4.57
6/2/16,4.57
6/3/16,4.58
6/4/16,4.59
6/5/16,4.60
6/6/16,4.61
6/7/16,4.62
6/8/16,4.63
6/9/16,4.64
6/10/16,4.65
6/11/16,4.66
6/12/16,4.67
6/13/16,4.67
6/14/16,4.68
6/15/16,4.69
6/16/16,4.69
6/17/16,4.69
6/18/16,4.70
6/19/16,4.70
6/20/16,4.71
6/21/16,4.72
6/22/16,4.73
6/23/16,4.75
6/24/16,4.77
6/25/16,4.78
6/26/16,4.78
6/27/16,4.79
6/28/16,4.79
6/29/16,4.79
6/30/16,4.79
7/1/16,4.80
7/2/16,4.80
7/3/16,4.81
7/4/16,4.81
7/5/16,4.81
7/6/16,4.82
7/7/16,4.84
7/8/16,4.85
7/9/16,4.86
7/10/16,4.86
7/11/16,4.85
7/12/16,4.86
7/13/16,4.86
7/14/16,4.87
7/15/16,4.87
7/16/16,4.87
7/17/16,4.87
7/18/16,4.87
7/19/16,4.87
7/20/16,4.87
7/21/16,4.88
7/22/16,4.88
7/23/16,4.89
7/24/16,4.90
7/25/16,4.90
7/26/16,4.91
7/27/16,4.91
7/28/16,4.91
7/29/16,4.91
7/30/16,4.92
7/31/16,4.93
8/1/16,4.93
8/2/16,4.94
8/3/16,4.95
8/4/16,4.96
8/5/16,4.95
8/6/16,4.95
8/7/16,4.96
8/8/16,4.97
8/9/16,4.98
8/10/16,4.99
8/11/16,4.99
8/12/16,5.00
8/13/16,4.99
8/14/16,4.99
8/15/16,4.96
8/16/16,4.95
8/17/16,4.95
8/18/16,4.97
8/19/16,4.95
8/20/16,4.95
8/21/16,4.94
8/22/16,4.93
8/23/16,4.94
8/24/16,4.94
8/25/16,4.95
8/26/16,4.96
8/27/16,4.97
8/28/16,4.97
8/29/16,4.99
8/30/16,5.00
8/31/16,5.01
9/1/16,5.01
9/2/16,5.02
9/3/16,5.02
9/4/16,5.02
9/5/16,5.00
9/6/16,4.99
9/7/16,4.98
9/8/16,4.98
9/9/16,4.99
9/10/16,4.99
9/11/16,4.99
9/12/16,4.99
9/13/16,4.99
9/14/16,4.99
9/15/16,4.99
9/16/16,4.99
9/17/16,4.99
9/18/16,5.00
9/19/16,5.01
9/20/16,5.01
9/21/16,5.02
9/22/16,5.02
9/23/16,5.02
9/24/16,5.03
9/25/16,5.04
9/26/16,5.05
9/27/16,5.03
9/28/16,5.03
9/29/16,5.07
9/30/16,5.03
10/1/16,5.02
10/2/16,5.01
10/3/16,5.02
10/4/16,5.03
10/5/16,5.04
10/6/16,5.05
10/7/16,5.08
10/8/16,5.09
10/9/16,5.13
10/10/16,5.16
10/11/16,5.08
10/12/16,5.07
10/13/16,5.07
10/14/16,5.00
10/15/16,5.00
