,YR,MO,DY,HR,LAT,LON,SLP,AT,SST,DCK,SID,PT,UID,RN1,RN2,RN3,RSA,IRF
67957,1951,2,23.0,0.0,-68.5,187.6,985.6,-0.1,-0.1,187,1,0.0,0P6GEB,3,1,0,2,1
67958,1951,2,23.0,0.0,-68.7,187.43,981.5,,-0.2,761,115,5.0,0P6GEK,3,1,0,2,1
67959,1951,2,23.0,0.0,-69.1,1.0,985.8,-2.1,0.6,899,15,,0P6GEL,3,1,0,2,1
67960,1951,2,23.0,0.0,-70.9,183.7,988.1,-2.1,-1.0,899,15,,0P6GEN,3,1,0,2,1
67961,1951,2,23.0,3.0,-67.9,187.2,985.5,0.4,0.2,187,1,0.0,0P6GHG,3,1,0,2,1
67962,1951,2,23.0,3.0,-68.2,187.9,985.6,-0.1,-0.1,187,1,0.0,0P6GHH,3,1,0,2,1
67963,1951,2,23.0,4.0,-61.4,339.3,991.1,-0.9,-0.5,732,57,5.0,0P6GI8,3,1,0,2,1
67964,1951,2,23.0,4.0,-61.6,336.8,,-1.0,-1.0,732,57,5.0,0P6GI7,3,1,0,2,1
67965,1951,2,23.0,4.0,-62.5,336.8,,-1.9,-0.9,732,57,5.0,0P6GI6,3,1,0,2,1
67966,1951,2,23.0,4.0,-62.6,336.3,990.9,-1.4,-1.4,732,57,5.0,0P6GI5,3,1,0,2,1
67967,1951,2,23.0,4.0,-67.0,193.0,986.2,,0.6,899,15,,0P6GI4,3,1,0,2,1
67968,1951,2,23.0,6.0,-60.2,278.9,1003.3,2.2,4.7,189,1,0.0,0P6H05,3,1,0,2,1
67969,1951,2,23.0,6.0,-62.5,316.2,974.6,,-1.0,899,15,,0P6H07,3,1,0,2,1
67970,1951,2,23.0,6.0,-62.7,313.0,974.4,-1.1,,227,90,5.0,0P6GZV,3,1,0,2,1
67971,1951,2,23.0,6.0,-63.5,101.2,988.4,-4.4,,227,90,5.0,0P6GZX,3,1,0,2,1
67972,1951,2,23.0,6.0,-64.4,114.7,979.2,-2.1,2.8,899,15,,0P6H00,3,1,0,2,1
67973,1951,2,23.0,6.0,-64.6,337.0,990.2,-4.1,-1.8,189,1,0.0,0P6H09,3,1,0,2,1
67974,1951,2,23.0,6.0,-64.8,119.5,976.6,,,116,1,0.0,0P6H01,3,1,0,2,1
67975,1951,2,23.0,6.0,-65.0,120.0,981.3,,0.6,899,15,,0P6H02,3,1,0,2,1
67976,1951,2,23.0,6.0,-65.0,337.0,990.2,-3.8,-1.0,899,15,,0P6H08,3,1,0,2,1
67977,1951,2,23.0,6.0,-66.3,69.4,986.7,-2.1,0.6,899,15,,0P6GZY,3,1,0,2,1
67978,1951,2,23.0,6.0,-67.7,186.9,985.7,0.3,0.2,187,1,0.0,0P6H03,3,1,0,2,1
67979,1951,2,23.0,6.0,-67.8,188.1,986.0,,0.1,187,1,0.0,0P6H04,3,1,0,2,1
67980,1951,2,23.0,6.0,-68.0,13.0,983.9,-1.0,,899,15,,0P6H0B,3,1,0,2,1
67981,1951,2,23.0,6.0,-69.0,0.0,984.7,-2.1,0.6,899,15,,0P6H0A,3,1,0,2,1
67982,1951,2,23.0,8.0,-61.8,336.9,,-2.0,-1.0,732,57,5.0,0P6H28,3,1,0,2,1
67983,1951,2,23.0,8.0,-61.8,338.8,987.3,-0.8,,732,57,5.0,0P6H2A,3,1,0,2,1
67984,1951,2,23.0,8.0,-62.5,336.8,,-1.8,-0.9,732,57,5.0,0P6H27,3,1,0,2,1
67985,1951,2,23.0,8.0,-62.6,337.2,988.9,-1.5,-1.4,732,57,5.0,0P6H29,3,1,0,2,1
67986,1951,2,23.0,8.0,-64.5,116.0,982.3,,,116,1,0.0,0P6H26,3,1,0,2,1
67987,1951,2,23.0,9.0,-67.7,186.8,986.4,,,187,1,0.0,0P6H3T,3,1,0,2,1
67988,1951,2,23.0,9.0,-67.8,188.1,986.4,-0.1,-0.2,187,1,0.0,0P6H3U,3,1,0,2,1
67989,1951,2,23.0,12.0,-62.2,338.3,986.0,-1.3,-0.5,732,57,5.0,0P6HO9,3,1,0,2,1
67990,1951,2,23.0,12.0,-62.4,338.0,,-1.0,-1.0,732,57,5.0,0P6HO8,3,1,0,2,1
67991,1951,2,23.0,12.0,-62.5,313.3,978.5,-0.6,,194,1,0.0,0P6HO4,3,1,0,2,1
67992,1951,2,23.0,12.0,-62.5,336.9,,-1.6,,732,57,5.0,0P6HO7,3,1,0,2,1
67993,1951,2,23.0,12.0,-62.8,319.6,979.0,1.1,1.1,899,15,,0P6HO5,3,1,0,2,1
67994,1951,2,23.0,12.0,-63.0,323.3,981.5,1.1,0.6,194,1,0.0,0P6HO6,3,1,0,2,1
67995,1951,2,23.0,12.0,-63.7,298.0,992.9,1.7,1.1,227,90,5.0,0P6HNR,3,1,0,2,1
67996,1951,2,23.0,12.0,-64.2,102.5,986.8,-6.1,,227,90,5.0,0P6HNT,3,1,0,2,1
67997,1951,2,23.0,12.0,-64.3,339.8,987.3,-3.1,-1.8,189,1,0.0,0P6HOA,3,1,0,2,1
67998,1951,2,23.0,12.0,-64.6,112.5,983.1,-4.9,2.8,899,15,,0P6HNX,3,1,0,2,1
67999,1951,2,23.0,12.0,-64.8,119.4,975.1,-1.1,,116,1,0.0,0P6HNY,3,1,0,2,1
68000,1951,2,23.0,12.0,-65.0,120.0,978.6,1.1,1.1,899,15,,0P6HNZ,3,1,0,2,1
68001,1951,2,23.0,12.0,-66.1,44.3,970.0,-0.5,,899,15,,0P6HNU,3,1,0,2,1
68002,1951,2,23.0,12.0,-66.5,69.2,987.9,-2.1,,899,15,,0P6HNV,3,1,0,2,1
68003,1951,2,23.0,12.0,-67.0,193.0,987.8,1.1,0.6,899,15,,0P6HO2,3,1,0,2,1
68004,1951,2,23.0,12.0,-67.7,186.8,986.1,0.1,0.3,187,1,0.0,0P6HO0,3,1,0,2,1
68005,1951,2,23.0,12.0,-67.8,188.0,986.3,-0.2,-0.2,187,1,0.0,0P6HO1,3,1,0,2,1
68006,1951,2,23.0,12.0,-68.7,0.3,983.4,-2.1,0.6,899,15,,0P6HOB,3,1,0,2,1
68007,1951,2,23.0,12.0,-69.0,10.0,983.6,-1.0,-1.0,899,15,,0P6HOC,3,1,0,2,1
68008,1951,2,23.0,14.0,-62.6,337.6,986.3,-1.4,-1.4,732,57,5.0,0P6HP7,3,1,0,2,1
68009,1951,2,23.0,15.0,-67.7,186.6,985.7,0.1,0.3,187,1,0.0,0P6HQK,3,1,0,2,1
68010,1951,2,23.0,15.0,-67.8,188.0,985.9,-0.3,-0.2,187,1,0.0,0P6HQL,3,1,0,2,1
68011,1951,2,23.0,16.0,-62.3,337.9,,-1.6,-1.0,732,57,5.0,0P6HR2,3,1,0,2,1
68012,1951,2,23.0,16.0,-62.3,338.1,987.3,1.8,-0.5,732,57,5.0,0P6HR3,3,1,0,2,1
68013,1951,2,23.0,16.0,-62.6,339.0,984.3,-1.5,-1.2,732,57,5.0,0P6HR5,3,1,0,2,1
68014,1951,2,23.0,16.0,-62.8,339.0,,-1.0,-1.0,732,57,5.0,0P6HR4,3,1,0,2,1
68015,1951,2,23.0,16.0,-67.0,193.0,987.7,0.6,0.6,899,15,,0P6HR1,3,1,0,2,1
68016,1951,2,23.0,18.0,-62.5,320.1,981.0,2.2,1.1,899,15,,0P6IA2,3,1,0,2,1
68017,1951,2,23.0,18.0,-62.9,300.0,995.8,1.7,1.7,227,90,5.0,0P6I9P,3,1,0,2,1
68018,1951,2,23.0,18.0,-64.0,103.2,984.3,-6.1,,227,90,5.0,0P6I9R,3,1,0,2,1
68019,1951,2,23.0,18.0,-64.3,340.5,987.1,-3.5,-1.8,189,1,0.0,0P6IA5,3,1,0,2,1
68020,1951,2,23.0,18.0,-64.4,112.0,984.6,,-1.0,899,15,,0P6I9W,3,1,0,2,1
68021,1951,2,23.0,18.0,-64.5,118.8,976.5,-2.8,,116,1,0.0,0P6I9X,3,1,0,2,1
68022,1951,2,23.0,18.0,-65.0,120.0,973.3,-1.0,,899,15,,0P6I9Y,3,1,0,2,1
68023,1951,2,23.0,18.0,-65.0,322.0,985.1,,-0.5,899,15,,0P6IA3,3,1,0,2,1
68024,1951,2,23.0,18.0,-65.2,322.3,985.1,,-0.6,227,90,5.0,0P6I9T,3,1,0,2,1
68025,1951,2,23.0,18.0,-66.7,69.0,991.7,-4.9,-0.5,899,15,,0P6I9U,3,1,0,2,1
68026,1951,2,23.0,18.0,-67.6,187.5,985.5,0.3,0.2,187,1,0.0,0P6I9Z,3,1,0,2,1
68027,1951,2,23.0,18.0,-67.7,187.9,985.6,0.3,-0.3,187,1,0.0,0P6IA0,3,1,0,2,1
68028,1951,2,23.0,18.0,-68.5,10.3,982.3,-2.1,-1.6,899,15,,0P6IA8,3,1,0,2,1
68029,1951,2,23.0,18.0,-68.7,0.3,982.0,-2.1,,899,15,,0P6IA7,3,1,0,2,1
68030,1951,2,23.0,18.0,-69.0,358.0,981.9,-1.0,,899,15,,0P6IA6,3,1,0,2,1
68031,1951,2,23.0,20.0,-62.3,338.1,,-2.0,-1.0,732,57,5.0,0P6IB2,3,1,0,2,1
68032,1951,2,23.0,20.0,-62.3,338.5,991.5,-1.0,,732,57,5.0,0P6IB3,3,1,0,2,1
68033,1951,2,23.0,20.0,-62.6,340.0,986.8,-1.1,-1.2,732,57,5.0,0P6IB5,3,1,0,2,1
68034,1951,2,23.0,20.0,-62.8,339.0,,-1.0,-1.0,732,57,5.0,0P6IB4,3,1,0,2,1
68035,1951,2,23.0,21.0,-64.1,103.1,986.2,,0.1,732,57,5.0,0P6ICD,3,1,0,2,1
68036,1951,2,23.0,21.0,-67.5,188.3,985.5,0.1,0.2,187,1,0.0,0P6ICE,3,1,0,2,1
68037,1951,2,23.0,21.0,-67.7,188.8,985.6,-0.1,-0.1,187,1,0.0,0P6ICF,3,1,0,2,1
68038,1951,2,23.0,23.0,-62.2,338.9,994.9,-1.6,-0.5,732,57,5.0,0P6IDR,3,1,0,2,1
68039,1951,2,23.0,23.0,-62.4,338.4,,-2.1,,732,57,5.0,0P6IDQ,3,1,0,2,1
68040,1951,2,23.0,23.0,-62.6,340.5,990.1,-2.0,-1.1,732,57,5.0,0P6IDT,3,1,0,2,1
68041,1951,2,23.0,23.0,-62.7,339.2,,-1.0,-1.0,732,57,5.0,0P6IDS,3,1,0,2,1
68042,1951,2,24.0,0.0,-61.7,323.5,986.9,0.6,0.6,194,1,0.0,0P6IUA,3,1,0,2,1
68043,1951,2,24.0,0.0,-62.5,313.5,991.7,-1.1,,194,1,0.0,0P6IU7,3,1,0,2,1
68044,1951,2,24.0,0.0,-62.5,320.8,983.0,,1.1,899,15,,0P6IU8,3,1,0,2,1
68045,1951,2,24.0,0.0,-63.0,313.0,991.7,-1.0,-0.5,899,15,,0P6IU6,3,1,0,2,1
68046,1951,2,24.0,0.0,-63.7,104.2,981.3,-2.2,,194,1,0.0,0P6ITY,3,1,0,2,1
68047,1951,2,24.0,0.0,-64.0,118.0,,-2.7,-0.5,899,15,,0P6IU0,3,1,0,2,1
68048,1951,2,24.0,0.0,-64.2,340.7,989.9,-2.5,-1.3,189,5,0.0,0P6IUB,3,1,0,2,1
68049,1951,2,24.0,0.0,-64.4,112.0,984.5,-6.0,0.6,899,15,,0P6ITZ,3,1,0,2,1
68050,1951,2,24.0,0.0,-64.5,118.1,979.9,-5.0,,116,1,0.0,0P6IU1,3,1,0,2,1
68051,1951,2,24.0,0.0,-64.7,321.5,984.8,-1.7,-0.6,227,90,5.0,0P6ITW,3,1,0,2,1
68052,1951,2,24.0,0.0,-66.7,69.0,994.0,-6.0,-1.0,899,15,,0P6ITX,3,1,0,2,1
68053,1951,2,24.0,0.0,-67.0,193.0,986.6,,0.6,899,15,,0P6IU5,3,1,0,2,1
68054,1951,2,24.0,0.0,-67.3,188.7,984.7,-0.7,0.3,187,1,0.0,0P6IU2,3,1,0,2,1
68055,1951,2,24.0,0.0,-67.5,189.1,985.2,0.6,,899,15,,0P6IU4,3,1,0,2,1
68056,1951,2,24.0,0.0,-67.6,189.1,985.2,0.3,-0.1,187,1,0.0,0P6IU3,3,1,0,2,1
68057,1951,2,24.0,0.0,-68.08,186.92,986.0,1.5,-2.0,761,115,5.0,0P6IUC,3,1,0,2,1
68058,1951,2,24.0,0.0,-68.5,10.3,981.4,-2.1,-1.6,899,15,,0P6IUG,3,1,0,2,1
68059,1951,2,24.0,0.0,-68.6,186.7,983.0,,,761,115,5.0,0P6IUD,3,1,0,2,1
68060,1951,2,24.0,0.0,-68.7,0.3,981.8,-2.1,,899,15,,0P6IUF,3,1,0,2,1
68061,1951,2,24.0,0.0,-69.0,358.0,982.2,-1.0,,899,15,,0P6IUE,3,1,0,2,1
68062,1951,2,24.0,0.0,-71.1,183.0,983.0,-1.0,-0.5,899,15,,0P6IUH,3,1,0,2,1
68063,1951,2,24.0,3.0,-67.3,188.8,983.9,-0.2,0.2,187,1,0.0,0P6IWD,3,1,0,2,1
68064,1951,2,24.0,3.0,-67.5,189.4,984.2,-0.3,-0.1,187,1,0.0,0P6IWE,3,1,0,2,1
68065,1951,2,24.0,4.0,-62.4,338.6,,-2.1,-0.8,732,57,5.0,0P6IWT,3,1,0,2,1
68066,1951,2,24.0,4.0,-62.4,338.9,998.5,-0.9,-0.5,732,57,5.0,0P6IWU,3,1,0,2,1
68067,1951,2,24.0,4.0,-62.6,340.5,993.3,-1.9,-1.1,732,57,5.0,0P6IWW,3,1,0,2,1
68068,1951,2,24.0,4.0,-62.7,339.2,,-1.5,-1.0,732,57,5.0,0P6IWV,3,1,0,2,1
68069,1951,2,24.0,4.0,-67.0,193.0,984.3,-0.5,,899,15,,0P6IWS,3,1,0,2,1
68070,1951,2,24.0,6.0,-61.0,323.5,986.6,0.6,0.6,227,90,5.0,0P6JDP,3,1,0,2,1
68071,1951,2,24.0,6.0,-62.0,313.0,992.5,-2.1,-0.5,899,15,,0P6JE2,3,1,0,2,1
68072,1951,2,24.0,6.0,-62.4,313.5,992.5,-2.2,,227,90,5.0,0P6JDR,3,1,0,2,1
68073,1951,2,24.0,6.0,-62.5,320.8,983.1,,0.6,899,15,,0P6JE4,3,1,0,2,1
68074,1951,2,24.0,6.0,-63.2,105.4,979.7,-0.6,1.7,194,1,0.0,0P6JDV,3,1,0,2,1
68075,1951,2,24.0,6.0,-64.0,117.1,981.9,-2.2,,116,1,0.0,0P6JDX,3,1,0,2,1
68076,1951,2,24.0,6.0,-64.0,118.0,,-3.8,,899,15,,0P6JDY,3,1,0,2,1
68077,1951,2,24.0,6.0,-64.2,340.7,992.5,-2.5,-1.2,189,5,0.0,0P6JE6,3,1,0,2,1
68078,1951,2,24.0,6.0,-64.9,109.3,980.7,-1.6,0.6,899,15,,0P6JDW,3,1,0,2,1
68079,1951,2,24.0,6.0,-66.1,66.7,994.2,-3.2,-1.6,899,15,,0P6JDU,3,1,0,2,1
68080,1951,2,24.0,6.0,-67.2,189.3,983.0,-0.1,0.5,187,1,0.0,0P6JDZ,3,1,0,2,1
68081,1951,2,24.0,6.0,-67.5,189.4,983.1,-0.3,-0.1,187,1,0.0,0P6JE0,3,1,0,2,1
68082,1951,2,24.0,6.0,-67.5,189.5,983.1,-0.5,,899,15,,0P6JE1,3,1,0,2,1
68083,1951,2,24.0,6.0,-68.7,0.3,981.8,-2.8,,116,1,0.0,0P6JE8,3,1,0,2,1
68084,1951,2,24.0,6.0,-69.0,0.0,981.8,-2.7,,899,15,,0P6JE7,3,1,0,2,1
68085,1951,2,24.0,6.0,-69.0,8.0,980.9,-1.0,-1.0,899,15,,0P6JE9,3,1,0,2,1
68086,1951,2,24.0,8.0,-62.3,340.3,999.3,-2.0,,732,57,5.0,0P6JFU,3,1,0,2,1
68087,1951,2,24.0,8.0,-62.4,338.6,,-1.9,-0.8,732,57,5.0,0P6JFS,3,1,0,2,1
68088,1951,2,24.0,8.0,-62.7,339.3,,,-1.0,732,57,5.0,0P6JFT,3,1,0,2,1
68089,1951,2,24.0,8.0,-62.8,340.9,995.3,-1.2,-1.4,732,57,5.0,0P6JFV,3,1,0,2,1
68090,1951,2,24.0,9.0,-67.1,189.6,982.6,-0.4,0.3,187,1,0.0,0P6JGX,3,1,0,2,1
68091,1951,2,24.0,9.0,-67.4,189.6,982.4,-0.1,-0.1,187,1,0.0,0P6JGW,3,1,0,2,1
68092,1951,2,24.0,12.0,-60.5,323.6,991.8,1.1,0.6,194,1,0.0,0P6K0X,3,1,0,2,1
68093,1951,2,24.0,12.0,-61.0,324.0,991.8,1.1,0.6,899,15,,0P6K0Z,3,1,0,2,1
68094,1951,2,24.0,12.0,-62.0,301.6,996.6,0.6,-0.6,227,90,5.0,0P6K0H,3,1,0,2,1
68095,1951,2,24.0,12.0,-62.5,338.8,,-2.6,,732,57,5.0,0P6K11,3,1,0,2,1
68096,1951,2,24.0,12.0,-62.7,106.9,977.7,-0.6,1.1,194,1,0.0,0P6K0O,3,1,0,2,1
68097,1951,2,24.0,12.0,-62.7,322.7,974.5,,,899,15,,0P6K0W,3,1,0,2,1
68098,1951,2,24.0,12.0,-62.7,339.6,999.3,-1.0,-0.5,732,57,5.0,0P6K13,3,1,0,2,1
68099,1951,2,24.0,12.0,-63.1,340.5,996.5,-1.8,-0.5,732,57,5.0,0P6K14,3,1,0,2,1
68100,1951,2,24.0,12.0,-63.3,339.5,,3.0,-1.0,732,57,5.0,0P6K12,3,1,0,2,1
68101,1951,2,24.0,12.0,-63.7,116.2,980.4,,,116,1,0.0,0P6K0Q,3,1,0,2,1
68102,1951,2,24.0,12.0,-63.9,324.6,984.2,-0.6,-0.6,227,90,5.0,0P6K0L,3,1,0,2,1
68103,1951,2,24.0,12.0,-64.0,118.0,,-3.8,,899,15,,0P6K0R,3,1,0,2,1
68104,1951,2,24.0,12.0,-64.0,324.0,984.2,-0.5,-1.0,899,15,,0P6K0Y,3,1,0,2,1
68105,1951,2,24.0,12.0,-64.0,340.9,994.6,-2.4,-1.3,189,1,0.0,0P6K15,3,1,0,2,1
68106,1951,2,24.0,12.0,-65.0,43.0,967.5,0.6,,899,15,,0P6K0M,3,1,0,2,1
68107,1951,2,24.0,12.0,-65.0,108.0,977.8,-3.9,,116,1,0.0,0P6K0P,3,1,0,2,1
68108,1951,2,24.0,12.0,-65.8,64.8,990.0,-3.2,-1.6,899,15,,0P6K0N,3,1,0,2,1
68109,1951,2,24.0,12.0,-67.0,193.0,982.2,,,899,15,,0P6K0U,3,1,0,2,1
68110,1951,2,24.0,12.0,-67.1,189.6,982.0,,0.2,187,1,0.0,0P6K0S,3,1,0,2,1
68111,1951,2,24.0,12.0,-67.2,189.8,981.7,-0.4,,187,1,0.0,0P6K0T,3,1,0,2,1
68112,1951,2,24.0,12.0,-68.0,8.0,980.5,-1.0,-1.0,899,15,,0P6K19,3,1,0,2,1
68113,1951,2,24.0,12.0,-68.0,356.0,985.1,-2.1,,899,15,,0P6K16,3,1,0,2,1
68114,1951,2,24.0,12.0,-68.5,2.0,983.4,-6.1,,116,1,0.0,0P6K18,3,1,0,2,1
68115,1951,2,24.0,12.0,-69.0,2.0,983.4,-6.0,,899,15,,0P6K17,3,1,0,2,1
68116,1951,2,24.0,15.0,-67.1,189.6,981.7,-0.3,0.4,187,1,0.0,0P6K34,3,1,0,2,1
68117,1951,2,24.0,15.0,-67.2,189.9,981.6,-0.5,-0.1,187,1,0.0,0P6K35,3,1,0,2,1
68118,1951,2,24.0,16.0,-62.6,339.2,,-2.6,-0.9,732,57,5.0,0P6K3N,3,1,0,2,1
68119,1951,2,24.0,16.0,-62.9,338.5,998.5,1.7,,732,57,5.0,0P6K3M,3,1,0,2,1
68120,1951,2,24.0,16.0,-63.2,340.0,,-2.0,-1.0,732,57,5.0,0P6K3O,3,1,0,2,1
68121,1951,2,24.0,16.0,-63.3,340.5,996.1,-1.4,-0.6,732,57,5.0,0P6K3P,3,1,0,2,1
68122,1951,2,24.0,16.0,-67.0,193.0,981.2,-0.5,,899,15,,0P6K3L,3,1,0,2,1
68123,1951,2,24.0,18.0,-60.0,324.0,997.2,1.1,1.1,899,15,,0P6KNO,3,1,0,2,1
68124,1951,2,24.0,18.0,-62.0,301.6,996.2,1.1,0.6,227,90,5.0,0P6KN8,3,1,0,2,1
68125,1951,2,24.0,18.0,-62.4,108.0,975.4,-0.6,1.1,194,1,0.0,0P6KNF,3,1,0,2,1
68126,1951,2,24.0,18.0,-63.1,323.8,990.6,,,899,15,,0P6KNM,3,1,0,2,1
68127,1951,2,24.0,18.0,-63.7,323.8,986.9,,-0.6,227,90,5.0,0P6KNC,3,1,0,2,1
68128,1951,2,24.0,18.0,-63.9,115.2,977.0,-1.1,,116,1,0.0,0P6KNG,3,1,0,2,1
68129,1951,2,24.0,18.0,-64.0,118.0,,,1.1,899,15,,0P6KNH,3,1,0,2,1
68130,1951,2,24.0,18.0,-64.0,324.0,986.9,,-0.5,899,15,,0P6KNN,3,1,0,2,1
68131,1951,2,24.0,18.0,-64.0,340.9,994.8,-0.8,-1.0,189,1,0.0,0P6KNP,3,1,0,2,1
68132,1951,2,24.0,18.0,-65.0,107.0,976.9,-4.3,1.1,899,15,,0P6KNE,3,1,0,2,1
68133,1951,2,24.0,18.0,-65.7,63.3,976.2,-3.2,-1.6,899,15,,0P6KND,3,1,0,2,1
68134,1951,2,24.0,18.0,-67.0,190.3,981.7,-0.5,0.2,187,1,0.0,0P6KNJ,3,1,0,2,1
68135,1951,2,24.0,18.0,-67.1,190.3,981.7,-0.5,-0.1,187,1,0.0,0P6KNI,3,1,0,2,1
68136,1951,2,24.0,18.0,-68.2,6.4,980.6,-1.0,-1.0,899,15,,0P6KNR,3,1,0,2,1
68137,1951,2,24.0,18.0,-68.5,358.0,983.5,-4.9,1.1,899,15,,0P6KNQ,3,1,0,2,1
68138,1951,2,24.0,20.0,-62.8,339.3,,-1.0,-0.9,732,57,5.0,0P6KOO,3,1,0,2,1
68139,1951,2,24.0,20.0,-63.3,340.0,996.8,-0.5,,732,57,5.0,0P6KOP,3,1,0,2,1
68140,1951,2,24.0,20.0,-63.6,340.3,996.0,-1.8,-1.0,732,57,5.0,0P6KOQ,3,1,0,2,1
68141,1951,2,24.0,21.0,-62.5,107.7,977.0,,1.6,732,57,5.0,0P6KPT,3,1,0,2,1
68142,1951,2,24.0,21.0,-66.9,190.7,982.6,-0.5,-0.1,187,1,0.0,0P6KPV,3,1,0,2,1
68143,1951,2,24.0,21.0,-67.0,190.2,982.3,-0.1,0.4,187,1,0.0,0P6KPU,3,1,0,2,1
68144,1951,2,24.0,23.0,-62.8,339.4,,-0.9,,732,57,5.0,0P6KR7,3,1,0,2,1
68145,1951,2,24.0,23.0,-63.0,339.9,994.9,-0.6,-0.5,732,57,5.0,0P6KR9,3,1,0,2,1
68146,1951,2,24.0,23.0,-63.1,339.6,992.0,-0.8,-1.2,732,57,5.0,0P6KR8,3,1,0,2,1
68147,1951,2,24.0,23.0,-63.2,340.2,,,-1.0,732,57,5.0,0P6KRA,3,1,0,2,1
68148,1951,2,24.0,23.0,-67.5,188.3,986.0,1.0,-2.0,761,115,5.0,0P6KRB,3,1,0,2,1
68149,1951,2,24.0,23.0,-67.53,188.47,982.0,-0.2,0.2,761,115,5.0,0P6KRC,3,1,0,2,1
68150,1951,2,24.0,23.0,-70.9,192.3,983.0,-1.0,,899,15,,0P6KRD,3,1,0,2,1
68151,1951,2,25.0,0.0,-62.0,108.9,975.2,-1.7,2.2,194,1,0.0,0P6L9A,3,1,0,2,1
68152,1951,2,25.0,0.0,-62.0,301.6,995.8,1.7,0.6,227,90,5.0,0P6L93,3,1,0,2,1
68153,1951,2,25.0,0.0,-62.0,312.0,995.0,1.7,0.6,899,15,,0P6L9H,3,1,0,2,1
68154,1951,2,25.0,0.0,-62.0,312.1,995.0,1.7,,227,90,5.0,0P6L95,3,1,0,2,1
68155,1951,2,25.0,0.0,-63.3,323.6,994.6,-1.0,,899,15,,0P6L9J,3,1,0,2,1
68156,1951,2,25.0,0.0,-63.4,325.0,990.9,-1.1,-0.6,227,90,5.0,0P6L97,3,1,0,2,1
68157,1951,2,25.0,0.0,-64.0,111.0,,,-1.0,899,15,,0P6L9B,3,1,0,2,1
68158,1951,2,25.0,0.0,-64.0,113.2,973.2,,,116,1,0.0,0P6L9C,3,1,0,2,1
68159,1951,2,25.0,0.0,-64.0,341.6,992.2,-1.9,-1.2,189,1,0.0,0P6L9L,3,1,0,2,1
68160,1951,2,25.0,0.0,-65.0,107.0,976.7,-3.9,,116,1,0.0,0P6L99,3,1,0,2,1
68161,1951,2,25.0,0.0,-65.8,63.0,967.9,-3.2,-1.6,899,15,,0P6L98,3,1,0,2,1
68162,1951,2,25.0,0.0,-66.6,190.8,983.1,-0.3,-0.2,187,1,0.0,0P6L9E,3,1,0,2,1
68163,1951,2,25.0,0.0,-67.0,193.0,981.6,0.6,0.6,899,15,,0P6L9F,3,1,0,2,1
68164,1951,2,25.0,0.0,-67.2,190.0,983.0,0.3,0.4,187,1,0.0,0P6L9D,3,1,0,2,1
68165,1951,2,25.0,0.0,-68.2,6.4,980.0,-2.1,-1.0,899,15,,0P6L9N,3,1,0,2,1
68166,1951,2,25.0,0.0,-68.3,357.3,984.2,-6.0,1.1,899,15,,0P6L9M,3,1,0,2,1
68167,1951,2,25.0,0.0,-71.0,181.7,979.0,-1.1,,116,1,0.0,0P6L9O,3,1,0,2,1
68168,1951,2,25.0,3.0,-66.7,190.3,984.2,0.9,-0.1,187,1,0.0,0P6LBQ,3,1,0,2,1
68169,1951,2,25.0,3.0,-67.2,189.6,983.8,1.0,0.4,187,1,0.0,0P6LBP,3,1,0,2,1
68170,1951,2,25.0,4.0,-62.8,339.5,,-1.1,-0.8,732,57,5.0,0P6LC3,3,1,0,2,1
68171,1951,2,25.0,4.0,-63.0,339.4,993.3,-1.0,-0.5,732,57,5.0,0P6LC2,3,1,0,2,1
68172,1951,2,25.0,4.0,-63.1,340.2,,-1.0,-1.0,732,57,5.0,0P6LC4,3,1,0,2,1
68173,1951,2,25.0,4.0,-67.0,193.0,982.4,-0.5,0.6,899,15,,0P6LC1,3,1,0,2,1
68174,1951,2,25.0,6.0,-61.5,110.7,974.9,-1.7,1.1,194,1,0.0,0P6LTC,3,1,0,2,1
68175,1951,2,25.0,6.0,-62.0,312.0,993.7,,,227,90,5.0,0P6LT9,3,1,0,2,1
68176,1951,2,25.0,6.0,-63.3,323.6,994.8,1.1,,899,15,,0P6LTH,3,1,0,2,1
68177,1951,2,25.0,6.0,-64.0,111.0,,-1.0,-0.5,899,15,,0P6LTD,3,1,0,2,1
68178,1951,2,25.0,6.0,-64.0,341.6,990.0,-1.1,-1.0,189,1,0.0,0P6LTI,3,1,0,2,1
68179,1951,2,25.0,6.0,-64.8,106.7,980.4,-3.2,1.7,899,15,,0P6LTB,3,1,0,2,1
68180,1951,2,25.0,6.0,-65.8,61.9,964.2,-4.3,,899,15,,0P6LTA,3,1,0,2,1
68181,1951,2,25.0,6.0,-66.7,190.3,985.2,-0.1,,187,1,0.0,0P6LTF,3,1,0,2,1
68182,1951,2,25.0,6.0,-67.2,189.7,984.6,-0.3,0.3,187,1,0.0,0P6LTE,3,1,0,2,1
68183,1951,2,25.0,6.0,-68.0,6.0,978.4,-1.0,-1.6,899,15,,0P6LTL,3,1,0,2,1
68184,1951,2,25.0,6.0,-68.0,355.0,984.3,-3.8,,899,15,,0P6LTJ,3,1,0,2,1
68185,1951,2,25.0,6.0,-68.3,357.4,983.4,-4.3,0.6,899,15,,0P6LTK,3,1,0,2,1
68186,1951,2,25.0,8.0,-62.7,340.1,996.9,,,732,57,5.0,0P6LV6,3,1,0,2,1
