time,udata,vdata,tempu,tempv,ufdata,vfdata
2016-09-16 07:00:00,1.3969743,-0.9265326,1.3969743,-0.9265326,4.1090651377420375,-2.320766233998799
2016-09-16 08:00:00,0.4866169,1.3165121,0.4866169,1.3165121,3.875386569621838,-2.057294969295635
2016-09-16 09:00:00,2.11295,1.0002208,2.11295,1.0002208,3.6485242283188306,-1.8178052699719278
2016-09-16 10:00:00,3.7392833,0.6839295,3.7392833,0.6839295,3.4295629872919746,-1.603294159628079
2016-09-16 11:00:00,5.5158267,0.16779596,5.5158267,0.16779596,3.2194757608468656,-1.414053560350597
2016-09-16 12:00:00,7.29237,-0.3483376,7.29237,-0.3483376,3.018983008303684,-1.249969487995512
2016-09-16 13:00:00,6.21401,-1.9094716,6.21401,-1.9094716,2.828538322084082,-1.110327309310302
2016-09-16 14:00:00,5.1356497,-3.4706056,5.1356497,-3.4706056,2.648389695148162,-0.9939514616245086
2016-09-16 15:00:00,4.232772,-2.6355538,4.232772,-2.6355538,2.478715946615781,-0.8992138501450552
2016-09-16 16:00:00,3.3298938,-1.8005021,3.3298938,-1.8005021,2.3194628653397444,-0.8240792914678667
2016-09-16 17:00:00,0.32639766,-2.2816582,0.32639766,-2.2816582,2.1704306689215898,-0.7666103703405551
2016-09-16 18:00:00,-2.6770985,-2.7628145,-2.6770985,-2.7628145,2.0312330744954057,-0.7245695714278392
2016-09-16 19:00:00,-1.9056284,-2.2580037,-1.9056284,-2.2580037,1.9013471562559072,-0.6953673388774689
2016-09-16 20:00:00,-1.1341584,-1.7531927,-1.1341584,-1.7531927,1.7801501470258119,-0.6763706893141918
2016-09-16 21:00:00,0.28808814,-0.08369732,0.28808814,-0.08369732,1.6667462381251017,-0.6651104857930636
2016-09-16 22:00:00,1.7103347,1.585798,1.7103347,1.585798,1.5601983927986085,-0.6592014448162592
2016-09-16 23:00:00,2.4289374,1.0125527,2.4289374,1.0125527,1.4595479639942468,-0.6562759169447926
2016-09-17 00:00:00,3.14754,0.43930757,3.14754,0.43930757,1.3638119262525032,-0.6541521491619853
2016-09-17 01:00:00,3.0080447,-0.040839255,3.0080447,-0.040839255,1.2718812574940692,-0.650770136954602
2016-09-17 02:00:00,2.868549,-0.5209861,2.868549,-0.5209861,1.1827786538652416,-0.6444537515697614
2016-09-17 03:00:00,1.8012074,-1.148108,1.8012074,-1.148108,1.0956529892896085,-0.6337956112592441
2016-09-17 04:00:00,0.73386574,-1.7752298,0.73386574,-1.7752298,1.0095896110545826,-0.617724696382015
2016-09-17 05:00:00,0.5343275,-0.31143868,0.5343275,-0.31143868,0.9239780524183824,-0.5955205577791407
2016-09-17 06:00:00,0.33478934,1.1523525,0.33478934,1.1523525,0.8383306428996034,-0.5667980716803313
2016-09-17 07:00:00,0.8194847,0.4908614,0.8194847,0.4908614,0.7524459150793525,-0.5316569230299467
2016-09-17 08:00:00,1.30418,-0.1706297,1.30418,-0.1706297,0.6662738579067758,-0.4905043895373355
2016-09-17 09:00:00,-0.04184866,-0.14404404,-0.04184866,-0.14404404,0.579739157364161,-0.44416310297357064
